scientific_name,cell_id,center_latitude,center_longitude,south_latitude,north_latitude,west_longitude,east_longitude,source
Ciconia ciconia,ciconia_ciconia_0001,36.00,-9.00,35.75,36.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0180,38.00,30.75,37.75,38.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0181,38.00,31.50,37.75,38.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0182,38.00,32.25,37.75,38.25,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0183,38.00,33.00,37.75,38.25,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0184,38.00,33.75,37.75,38.25,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0185,38.00,34.50,37.75,38.25,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0186,38.00,35.25,37.75,38.25,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0187,38.00,36.00,37.75,38.25,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0188,38.00,36.75,37.75,38.25,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0189,38.00,37.50,37.75,38.25,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0190,38.00,38.25,37.75,38.25,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0191,38.00,39.00,37.75,38.25,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0192,38.00,39.75,37.75,38.25,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0193,38.00,40.50,37.75,38.25,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0194,38.00,41.25,37.75,38.25,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0195,38.00,42.00,37.75,38.25,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0196,38.00,42.75,37.75,38.25,42.375,43.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0197,38.00,43.50,37.75,38.25,43.125,43.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0198,38.50,-9.00,38.25,38.75,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0199,38.50,-8.25,38.25,38.75,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0200,38.50,-7.50,38.25,38.75,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0201,38.50,-6.75,38.25,38.75,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0202,38.50,-6.00,38.25,38.75,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0203,38.50,0.75,38.25,38.75,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0204,38.50,1.50,38.25,38.75,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0205,38.50,2.25,38.25,38.75,1.875,2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0206,38.50,3.00,38.25,38.75,2.625,3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0207,38.50,26.25,38.25,38.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0208,38.50,27.00,38.25,38.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0209,38.50,27.75,38.25,38.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0210,38.50,28.50,38.25,38.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0211,38.50,29.25,38.25,38.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0212,38.50,30.00,38.25,38.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0213,38.50,30.75,38.25,38.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0214,38.50,31.50,38.25,38.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0215,38.50,32.25,38.25,38.75,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0216,38.50,33.00,38.25,38.75,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0217,38.50,33.75,38.25,38.75,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0218,38.50,34.50,38.25,38.75,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0219,38.50,35.25,38.25,38.75,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0220,38.50,36.00,38.25,38.75,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0221,38.50,36.75,38.25,38.75,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0222,38.50,37.50,38.25,38.75,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0223,38.50,38.25,38.25,38.75,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0224,38.50,39.00,38.25,38.75,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0225,38.50,39.75,38.25,38.75,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0226,38.50,40.50,38.25,38.75,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0227,38.50,41.25,38.25,38.75,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0228,38.50,42.00,38.25,38.75,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0229,38.50,42.75,38.25,38.75,42.375,43.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0230,38.50,43.50,38.25,38.75,43.125,43.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0231,39.00,-9.00,38.75,39.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0232,39.00,-8.25,38.75,39.25,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0233,39.00,-7.50,38.75,39.25,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0234,39.00,-6.75,38.75,39.25,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0235,39.00,-6.00,38.75,39.25,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0236,39.00,0.75,38.75,39.25,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0237,39.00,1.50,38.75,39.25,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0238,39.00,2.25,38.75,39.25,1.875,2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0239,39.00,3.00,38.75,39.25,2.625,3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0240,39.00,26.25,38.75,39.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0241,39.00,27.00,38.75,39.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0242,39.00,27.75,38.75,39.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0243,39.00,28.50,38.75,39.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0244,39.00,29.25,38.75,39.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0245,39.00,30.00,38.75,39.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0246,39.00,30.75,38.75,39.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0247,39.00,31.50,38.75,39.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0248,39.00,32.25,38.75,39.25,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0249,39.00,33.00,38.75,39.25,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0250,39.00,33.75,38.75,39.25,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0251,39.00,34.50,38.75,39.25,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0252,39.00,35.25,38.75,39.25,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0253,39.00,36.00,38.75,39.25,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0254,39.00,36.75,38.75,39.25,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0255,39.00,37.50,38.75,39.25,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0256,39.00,38.25,38.75,39.25,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0257,39.00,39.00,38.75,39.25,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0258,39.00,39.75,38.75,39.25,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0259,39.00,40.50,38.75,39.25,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0260,39.00,41.25,38.75,39.25,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0261,39.00,42.00,38.75,39.25,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0262,39.00,42.75,38.75,39.25,42.375,43.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0263,39.00,43.50,38.75,39.25,43.125,43.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0264,39.50,-9.00,39.25,39.75,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0265,39.50,-8.25,39.25,39.75,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0266,39.50,-7.50,39.25,39.75,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0267,39.50,-6.75,39.25,39.75,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0268,39.50,-6.00,39.25,39.75,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0269,39.50,0.75,39.25,39.75,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0270,39.50,1.50,39.25,39.75,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0271,39.50,2.25,39.25,39.75,1.875,2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0272,39.50,3.00,39.25,39.75,2.625,3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0273,39.50,26.25,39.25,39.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0274,39.50,27.00,39.25,39.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0275,39.50,27.75,39.25,39.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0276,39.50,28.50,39.25,39.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0277,39.50,29.25,39.25,39.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0278,39.50,30.00,39.25,39.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0279,39.50,30.75,39.25,39.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0280,39.50,31.50,39.25,39.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0281,39.50,32.25,39.25,39.75,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0282,39.50,33.00,39.25,39.75,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0283,39.50,33.75,39.25,39.75,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0284,39.50,34.50,39.25,39.75,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0285,39.50,35.25,39.25,39.75,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0286,39.50,36.00,39.25,39.75,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0287,39.50,36.75,39.25,39.75,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0288,39.50,37.50,39.25,39.75,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0289,39.50,38.25,39.25,39.75,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0290,39.50,39.00,39.25,39.75,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0291,39.50,39.75,39.25,39.75,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0292,39.50,40.50,39.25,39.75,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0293,39.50,41.25,39.25,39.75,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0294,39.50,42.00,39.25,39.75,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0295,39.50,42.75,39.25,39.75,42.375,43.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0296,39.50,43.50,39.25,39.75,43.125,43.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0297,40.00,-9.00,39.75,40.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0298,40.00,-8.25,39.75,40.25,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0299,40.00,-7.50,39.75,40.25,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0300,40.00,-6.75,39.75,40.25,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Ciconia ciconia,ciconia_ciconia_0301,40.00,-6.00,39.75,40.25,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
